source,productUrl,productName,category,price,currency,imageCount,variantCount,descriptionPresent,materialPresent,dimensionsPresent,weightPresent,brandPresent,skuPresent,technicalSpecsPresent,complianceDataPresent,completenessScore,extractionConfidence,status,origin
cozy-garden,https://thecozygarden.com/products/a949-143563-gabion-raised-bed-galvanized-steel-1063x197x197,"Gabion Raised Bed Galvanized Steel 106.3""x19.7""x19.7",Gardening,165.23,USD,18,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/blue-butterfly-candleholder-plant-holder,Blue Butterfly Candleholder / Plant Holder,Candle Holders,89,USD,9,1,true,false,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-gwdbhf45136825-green-wood-garden-bird-house-with-1-compartment-and-4-holes,Green Wood Garden Bird House with 1 Compartment and 4 Holes,For The Birds,115.81,USD,8,1,true,true,false,false,true,true,false,false,74,88,IMPORTED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-straight-joint-trim-for-hygienic-wall-cladding,Pastel Sandstone Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1478865379329728530-1pc-fat-man-sunflowerdwarf-garden-resin-statue-ornament-outdoor-decoration-beekeeper-crafts-26l0202,1pc fat man sunflowerdwarf garden resin statue ornament outdoor decoration beekeeper crafts 26L0202,Home Accents,32.94,USD,3,1,true,false,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-gwdbhf45136825-green-wood-garden-bird-house-with-1-compartment-and-4-holes,Green Wood Garden Bird House with 1 Compartment and 4 Holes,For The Birds,115.81,USD,8,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-sntacsb113658792-outdoor-powder-coated-iron-birdhouse-with-3-prong-garden-stake-in-copper-finish,Outdoor Powder Coated Iron Birdhouse with 3-Prong Garden Stake in Copper Finish,For The Birds,192.78,USD,8,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-colour-match-silicone-310ml-tube,Pastel Linen Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-hcsrwbh12583957-white-hexagonal-birdhouse-with-copper-roof-made-in-the-usa,White Hexagonal Birdhouse with Copper Roof - Made in the USA,For The Birds,202.98,USD,6,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-internal-corner-joint-for-hygienic-wall-cladding,Pastel Linen Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-hcsrwbh12583957-white-hexagonal-birdhouse-with-copper-roof-made-in-the-usa,White Hexagonal Birdhouse with Copper Roof - Made in the USA,For The Birds,202.98,USD,6,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-47245-sparrow-house-with-5-rooms-268x59x83-firwood,"Sparrow House with 5 Rooms 26.8""x5.9""x8.3"" Firwood",For The Birds,79.2,USD,16,1,true,true,false,false,true,true,false,true,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-sntacsb113658792-outdoor-powder-coated-iron-birdhouse-with-3-prong-garden-stake-in-copper-finish,Outdoor Powder Coated Iron Birdhouse with 3-Prong Garden Stake in Copper Finish,For The Birds,192.78,USD,8,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-47233-bird-feeders-4-pcs-firwood,Bird Feeders 4 pcs Firwood,For The Birds,68.55,USD,22,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/strand-outdoor-cushion-cover-dark-lichen-parchment,Strand Outdoor Cushion Cover - Dark Lichen/Parchment,Home > Strand Outdoor Cushion Cover - Dark Lichen/Parchment,36,EUR,2,8,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-colour-match-silicone-310ml-tube,Gloss Blue Lagoon Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-ehwrdswb239858147-vintage-farmhouse-style-red-solid-wood-outdoor-birdhouse,Vintage Farmhouse Style Red Solid Wood Outdoor Birdhouse,Bird Houses,54.15,USD,8,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-47233-bird-feeders-4-pcs-firwood,Bird Feeders 4 pcs Firwood,For The Birds,68.55,USD,22,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-pz10010gu-solar-outdoor-bird-bath-feeder-combo-with-flower-planter-pedestal-and-solar-lights-copper-color-copper,Solar Outdoor Bird Bath Feeder Combo with Flower Planter Pedestal and Solar Lights-Copper - Color: Copper,Pets > Bird Supplies,65.98,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4668dk-69-x-33-x-12-inch-galvanized-raised-garden-bed-with-cover-black-color-black,69 x 33 x 12 Inch Galvanized Raised Garden Bed with Cover-Black - Color: Black,Outdoor > Garden > Raised Garden Beds,102.98,USD,3,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1392562034356224000-led-solar-wall-light-outdoor-upper-and-lower-lighting-solar-powered-waterproof-streetlight-for-balcony-courtyard-garden-decor-x250607,LED Solar Wall Light Outdoor Upper And Lower Lighting Solar Powered Waterproof Streetlight for Balcony Courtyard Garden Decor X250607,Outdoor Wall Lamps,58.36,USD,3,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-pz10010qt-solar-outdoor-bird-bath-feeder-combo-with-flower-planter-pedestal-and-solar-lights-bronze-color-bronze,Solar Outdoor Bird Bath Feeder Combo with Flower Planter Pedestal and Solar Lights-Bronze - Color: Bronze,Pets > Bird Supplies,65.98,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-pz10005-pedestal-bird-bath-with-solar-light-with-bird-feeder-and-flower-planter-green,Pedestal Bird Bath with Solar Light with Bird Feeder and Flower Planter-Bronze,Pets,73.48,USD,21,2,true,true,false,false,true,true,false,false,63,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-pz10010gu-solar-outdoor-bird-bath-feeder-combo-with-flower-planter-pedestal-and-solar-lights-copper-color-copper,Solar Outdoor Bird Bath Feeder Combo with Flower Planter Pedestal and Solar Lights-Copper - Color: Copper,Pets > Bird Supplies,65.98,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-46345-patio-corner-bench-with-planter-46x46x157-solid-acacia-wood,"Patio Corner Bench with Planter 46""x46""x15.7"" Solid Acacia Wood",Outdoor Seating,123.3,USD,16,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/t575-s0671266258-wood-patio-chair-bench-with-center-coffee-tablegarden-chairscourtyard-chairs,Wood Patio Chair Bench with Center Coffee Table/Garden chairs/courtyard chairs,Home,356.31,USD,18,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/rouleau-tall-garden-lantern,Rouleau Tall Garden Lantern,Lamps,172,USD,6,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4668dk-69-x-33-x-12-inch-galvanized-raised-garden-bed-with-cover-black-color-black,69 x 33 x 12 Inch Galvanized Raised Garden Bed with Cover-Black - Color: Black,Outdoor > Garden > Raised Garden Beds,102.98,USD,3,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-boucle-off-white,Dase Cushion - Bouclé - Off-white,Home > Dase Cushion - Bouclé - Off-white,119.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/girasole-garden-trellis,Girasole Garden Trellis,"Garden Arches, Trellises, Arbors & Pergolas",263.95,USD,7,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/n270-476246-12-brown-wood-indoor-outdoor-square-planter-box,"12"" Brown Wood Indoor Outdoor Square Planter Box",Outdoor Planters,256.65,USD,16,1,true,true,false,false,true,true,false,true,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-46345-patio-corner-bench-with-planter-46x46x157-solid-acacia-wood,"Patio Corner Bench with Planter 46""x46""x15.7"" Solid Acacia Wood",Outdoor Seating,123.3,USD,16,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-gt4682-49-inch-raised-garden-bed-with-trellis-and-wicker-planter-box-brown,49 Inch Raised Garden Bed with Trellis and Wicker Planter Box-Brown,Garden,102.98,USD,21,4,true,true,false,false,true,true,false,false,69,94,DUPLICATE,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/blue-urna-garden-seat,Blue Urna Garden Seat,Garden Stool,399,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1389921330731786255-solar-bunny-statue-garden-decor-with-butterfly-led-light-resin-animal-sculpture-figurine-outdoor-decoration-for-garden-courtyard-250530,Solar Bunny Statue Garden Decor with Butterfly LED Light Resin Animal Sculpture Figurine Outdoor Decoration for Garden Courtyard 250530,Garden Decorations,58.78,USD,3,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-gt4682-49-inch-raised-garden-bed-with-trellis-and-wicker-planter-box-brown,49 Inch Raised Garden Bed with Trellis and Wicker Planter Box-Brown,Garden,102.98,USD,21,4,true,true,false,false,true,true,false,false,69,94,DUPLICATE,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/e415-tmxkzp12ycpv91gao001v0-garden-dome-igloo-12-x-72-ft-outdoor-clear-bubble-tent-for-4-7-person-weatherproof-geodesic-dome-greenhouse-with-window-pvc-igloo-tent-for-backyard-patios-camping-party-wedding,"Garden Dome Igloo, 12 x 7.2 ft Outdoor Clear Bubble Tent for 4-7 Person, Weatherproof Geodesic Dome Greenhouse  with Window, PVC Igloo Tent for Backyard Patios Camping Party Wedding",Tents,585.95,USD,22,1,true,false,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-walmartgt4712or-costway-36-inch-wooden-flower-planter-box-garden-yard-decorative-window-box-rectangular,Costway 36 Inch Wooden Flower Planter Box Garden Yard Decorative Window Box Rectangular,Live,87.04,USD,11,2,true,true,false,false,true,true,false,false,63,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4731na-wooden-mobile-raised-garden-bed-on-wheels-with-trellis-natural-color-natural,Wooden Mobile Raised Garden Bed on Wheels with Trellis-Natural - Color: Natural,Outdoor > Garden > Raised Garden Beds,141.48,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/garden-heron-pair,Garden Heron Pair,Garden Sculptures,320,USD,7,1,true,true,false,false,true,true,false,true,70,88,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q280-dgsfpd70319931-grey-granite-65-gallon-plastic-urn-rain-barrel-with-planter-top,Grey Granite 65 Gallon Plastic Urn Rain Barrel with Planter Top,Rain Barrels,392.06,USD,8,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4338-teak-oil-finish-raised-garden-bed-wood-planter-box-with-bench,Teak Oil Finish Raised Garden Bed Wood Planter Box with Bench,Outdoor > Garden > Raised Garden Beds,113.48,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/e415-jsyhzzcyxmwsuwjg4002v0-metal-raised-garden-bed-3-pcs-2-x-2-x-1-ft-outdoor-galvanized-planter-garden-box-open-bottom-design-large-planter-raised-bed-for-growing-vegetables-flowers-herbs-succulents-wood-grain,"Metal Raised Garden Bed, 3 Pcs 2 x 2 x 1 ft Outdoor Galvanized Planter Garden Box, Open Bottom Design, Large Planter Raised Bed for Growing Vegetables, Flowers, Herbs, Succulents, Wood Grain",Raised Garden Beds,63.39,USD,22,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1481069243698638861-resin-parrot-statue-wall-mounted-diy-outdoor-garden-tree-decoration-animal-sculpture-for-home-office-garden-decor-ornament-260128,Resin Parrot Statue Wall Mounted DIY Outdoor Garden Tree Decoration Animal Sculpture For Home Office Garden Decor Ornament 260128,Garden Decorations,68.08,USD,3,1,true,false,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-152022-circular-gabion-raised-beds-3-pcs-galvanized-steel-118x787,"Circular Gabion Raised Beds 3 pcs Galvanized Steel 11.8""x78.7",Gardening,142.04,USD,16,1,true,true,false,false,true,true,false,true,68,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-143563-gabion-raised-bed-galvanized-steel-1063x197x197,"Gabion Raised Bed Galvanized Steel 106.3""x19.7""x19.7",Gardening,165.23,USD,18,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/folia-mirror-h135-dark-stained-burl,Folia Mirror - Large - Dark Stained Burl,Home > Folia Mirror - Large - Dark Stained Burl,615.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4761bk1-galvanized-raised-garden-bed-with-legs-and-greenhouse-cover-for-vegetable-flower-black-color-black,Galvanized Raised Garden Bed with Legs and Greenhouse Cover for Vegetable Flower-Black - Color: Black,Outdoor > Garden > Raised Garden Beds,102.98,USD,12,1,true,true,false,false,true,true,false,true,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-152022-circular-gabion-raised-beds-3-pcs-galvanized-steel-118x787,"Circular Gabion Raised Beds 3 pcs Galvanized Steel 11.8""x78.7",Gardening,142.04,USD,16,1,true,true,false,false,true,true,false,true,68,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/e415-jsyhzzcyxmwsuwjg4002v0-metal-raised-garden-bed-3-pcs-2-x-2-x-1-ft-outdoor-galvanized-planter-garden-box-open-bottom-design-large-planter-raised-bed-for-growing-vegetables-flowers-herbs-succulents-wood-grain,"Metal Raised Garden Bed, 3 Pcs 2 x 2 x 1 ft Outdoor Galvanized Planter Garden Box, Open Bottom Design, Large Planter Raised Bed for Growing Vegetables, Flowers, Herbs, Succulents, Wood Grain",Raised Garden Beds,63.39,USD,22,1,true,true,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-821550-planters-2-pcs-165x157x154-corten-steel,"Planters 2 pcs 16.5""x15.7""x15.4"" Corten Steel",Gardening,117.05,USD,20,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/root-candle-3-x-3-pillar-candle-white,"Root Candle 3 x 3"" Pillar Candle, White",Candles,27,USD,6,1,true,false,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/stagger-shelf-tall-oiled-oak,Stagger Shelf - Tall - Oiled Oak,Home > Stagger Shelf - Tall - Oiled Oak,71.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4278na-fir-wood-outdoor-raised-garden-bed-with-divider-panel-and-drainage-holes-natural-color-natural,Fir Wood Outdoor Raised Garden Bed with Divider Panel and Drainage Holes-Natural - Color: Natural,Outdoor > Garden > Raised Garden Beds,113.48,USD,12,1,true,true,false,false,true,true,false,true,69,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/ave-hemispherical-adjustable-pendant,Ave. Hemispherical Adjustable Pendant,Ceiling Light,165,USD,24,60,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/d681-gt4278na-fir-wood-outdoor-raised-garden-bed-with-divider-panel-and-drainage-holes-natural-color-natural,Fir Wood Outdoor Raised Garden Bed with Divider Panel and Drainage Holes-Natural - Color: Natural,Outdoor > Garden > Raised Garden Beds,113.48,USD,12,1,true,true,false,false,true,true,false,true,69,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-821550-planters-2-pcs-165x157x154-corten-steel,"Planters 2 pcs 16.5""x15.7""x15.4"" Corten Steel",Gardening,117.05,USD,20,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1392007737761103897-solar-hanging-bug-light-flying-insect-fairy-lamp-garden-bug-light-iron-insect-statue-ornament-yard-balcony-porch-garden-decor-x250607,Solar Hanging Bug Light Flying Insect Fairy Lamp Garden Bug Light Iron Insect Statue Ornament Yard Balcony Porch Garden Decor X250607,Outdoor Wall Lamps,57.65,USD,3,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/tour-en-spirale-white-garden-stool,Tour en Spirale White Garden Stool,Outdoor Seating,502,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/virelle-vase-h18-clear,Virelle Vase - Small - Clear,Home > Virelle Vase - Small - Clear,95.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/loro-lantern-1,Loro Lantern,Lanterns,112,USD,6,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/nazare-portable-led-table-lamp-built-in-battery,"Nazaré. Portable LED Table Lamp, Built-in Battery",Table Lamps,89.95,USD,11,18,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/twill-cushion-rectangular-cashmere-black,Twill Cushion - Rectangular - Cashmere/Black,Home > Twill Cushion - Rectangular - Cashmere/Black,63.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/welcoming-crane-garden-stake,Welcoming Crane Garden Stake,Lawn Ornaments & Garden Sculptures,53,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/aria-striato-garden-seat,Aria Striato Garden Seat,Table & Bar Stools,359,USD,3,1,true,true,false,false,true,true,false,true,76,88,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/swirling-feathers-lantern-bronze-verdi-or-white-finish,"Swirling Feathers Lantern (Bronze, Verdi or White Finish)",Candle Holders,150.95,USD,8,6,true,true,false,false,true,true,false,true,71,94,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/bird-branch-firescreen,Bird & Branch Firescreen,Fireplace Screens,517,USD,3,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1430788729857511464-solar-iron-decor-light-lamp-driveway-fairy-patio-powered-ip65-fence-outdoor-lights-lawn-waterproof-dawn-led-dusk-ornaments-metal-c250922,Solar Iron Decor Light Lamp Driveway Fairy Patio Powered Ip65 Fence Outdoor Lights Lawn Waterproof Dawn Led Dusk Ornaments Metal C250922,Lawn Lamps,46.33,USD,3,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/q119-cjjt2392782-solar-exhaust-fan-outdoor-monocrystalline-module,Solar Exhaust Fan Outdoor Monocrystalline Module,Home Office Storage,69.36,USD,3,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/tree-and-lattice-pattern-garden-stool,Tree of Life Garden Stool,Garden Stool,320,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-tonus-mint,Dase Cushion - Tonus - Mint,Home > Dase Cushion - Tonus - Mint,140,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/t575-s0671289849-5151106cm-plastic-round-birdbath-with-solar-ligh-dark-green,51*51*106cm Plastic Round Birdbath with Solar Ligh Dark Green,Home,75.94,USD,18,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/crane-pair-in-flight-end-table,Crane Pair in Flight End Table,Accent Tables,715,USD,3,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/agueda-curved-up-down-wall-light,"Águeda. Curved Up-Down Wall Light, Aluminum",Wall Light Fixtures,116,USD,24,144,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/tree-and-lattice-pattern-garden-stool,Tree of Life Garden Stool,Garden Stool,320,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/k290-1193667824-firefly-solar-mini-led-christmas-lights-on-string,Firefly Solar mini LED Christmas lights on String,led light,28.86,USD,3,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/bell-shade-light-grey,Bell Shade - Light Grey,Home > Bell Shade - Light Grey,111.2,EUR,2,7,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/honeycomb-garden-stool,Honeycomb Garden Stool,Table & Bar Stools,788,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/peacock-garden-trellis-medium-verdi,Peacock Garden Trellis Medium (Verdi),Trellises,245,USD,6,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/aire-portable-outdoor-basket-light,"Aire. Portable Outdoor Basket Light, Cordless LED",Lamps,130.95,USD,13,4,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/spring-celebration-pot-holder,Spring Celebration Pot Holder,Plant Stands,330,USD,6,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/f640-12000037541829212-emitting-color-blue-wattage-100-300w-ships-from-china-outdoor-led-garland-solar-lights-mushroom-waterproof-landscape-christmas-string-lamp-for-lawn-garden-patio-street-decoration,"Emitting Color: Blue, Wattage: 100-300W, Ships From: CHINA - Outdoor LED Garland Solar Lights Mushroom Waterproof Landscape Christmas String Lamp For Lawn Garden Patio Street Decoration",Outdoor Lighting,19.94,USD,16,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/alcabrichel-square-post-light-stainless-steel,"Alcabrichel. Square Post Light, Stainless Steel",Landscape Pathway Lighting,179,USD,24,24,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/peacock-garden-trellis-medium-verdi,Peacock Garden Trellis Medium (Verdi),Trellises,245,USD,6,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/vela-de-mision-hurricane-candleholder,Vela de Mision Hurricane Lantern,Candle Holders,66.95,USD,7,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/milfontes-macaron-glass-wall-sconce-painted-iron,"Milfontes. Macaron Glass Wall Sconce, Painted Iron",Wall Light Fixtures,74.95,USD,19,20,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/sortelha-mouthblown-glass-wall-sconce-iron-stem,"Sortelha. Mouthblown Glass Wall Sconce, Iron Stem",Wall Light Fixtures,135.95,USD,24,42,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/brindille-vanity-mirror,Brindille Vanity Mirror,Mirrors,148.95,USD,6,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-45521-garden-raised-bed-grey-galvanized-steel-1575-x-315-x-319-in,"Garden Raised Bed 157.5""x31.5""x31.9"" Galvanized Steel Gray",Gardening,292.68,USD,18,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-40870-garden-light-set-of-3-cool-white-plastic-small-solar,Solar Bowl 3 LED Garden Lights with Spike Anchors & Solar Panel,Outdoor Lighting,36.11,USD,16,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/green-cascade-garden-stool,Green Cascade Garden Stool,Outdoor Seating,599,USD,3,1,true,true,false,false,true,true,false,true,76,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-365488-planter-with-trellis-brown-solid-wood-fir,Planter with Trellis Brown Solid Wood Fir,Gardening,110.81,USD,18,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
